------,--------------,-----------,---------------------,------,-----------,----------------,-----,-----------
#,NAME,,P0,,,P1,,
,,,(s),,,,,
------,--------------,-----------,---------------------,------,-----------,----------------,-----,-----------
1181,J1538-5438,mlc+01,0.27672613726,5,mlc+01,1.42E-15,3,mlc+01
1182,J1538-5519,kel+09,0.39573063893,8,kel+09,4.1E-17,15,kel+09
1183,J1538-5551,hfs+04,0.1046759019619,5,psj+19,3.20705E-15,7,psj+19
1184,J1538-5621,ncb+15,1.90849449143,2,ncb+15,7.3118E-15,7,ncb+15
1185,J1538-5638,kbm+03,0.84398039688,14,kbm+03,7.12E-15,8,kbm+03
,,,,,,,,
1186,J1538-5732,lfl+06,0.341212811806,6,lfl+06,4.5498E-15,6,lfl+06
1187,J1538-5750,kbm+03,0.506568335296,18,kbm+03,4.2E-17,3,kbm+03
1188,J1539-4828,ekl09,1.27284159978,14,eklk13,1.267E-15,2,eklk13
1189,J1539-5521,kbm+03,1.00495831813,8,kbm+03,7.28E-16,8,kbm+03
1190,B1535-56,jlm+92,0.243395150846,11,psj+19,4.847844E-15,12,psj+19
,,,,,,,,
1191,J1539-6322,ebvb01,1.63084630957,3,jbo+09,2.016E-16,6,jbo+09
1192,J1540-5736,mlc+01,0.61291628569,8,mlc+01,4.2E-16,3,mlc+01
1193,J1540-5821,pbs+23,3.47472,8,pbs+23,*,0,*
1194,J1541+4703,dcm+23,0.277700692894,4,dcm+23,2.098E-16,8,dcm+23
1195,J1541-42,bbj+11,*,0,*,*,0,*
,,,,,,,,
1196,J1541-5535,kbm+03,0.29583755345,9,kbm+03,7.502E-14,3,kbm+03
1197,J1542-5034,mld+96,0.5992480029,4,lbs+20,4.0248E-15,15,lbs+20
1198,J1542-5133,hfs+04,1.7838649877,3,hfs+04,5.9E-16,6,hfs+04
1199,J1542-5303,kbm+03,1.20756776526,6,kbm+03,7.780E-14,3,kbm+03
1200,B1541+09,ls69,0.748448416229,6,hlk+04,4.3248E-16,4,hlk+04
,,,,,,,,
1201,B1540-06,mlt+78,0.709064069786,4,hlk+04,8.7954E-16,4,hlk+04
1202,J1543-5013,kbm+03,0.6442550645,6,kbm+03,1.0132E-14,17,kbm+03
1203,J1543-5149,kjb+12,0.0020569603924157,6,nbb+14,1.6159E-20,13,nbb+14
1204,J1543-5439,pbs+23,0.0043123052,2,pbs+23,*,0,*
1205,J1543-5459,mlc+01,0.37713777811,6,psj+19,5.20978E-14,10,psj+19
,,,,,,,,
1206,J1544+4937,brr+13,0.00215928839042476,10,kbkr23,2.7966E-21,5,kbkr23
1207,J1544-0713,sfj+20,0.484129803194,4,sfj+20,1.13663E-15,8,sfj+20
1208,B1541-52,mlt+78,0.178553872949,3,lbs+20,6.02531E-17,13,lbs+20
1209,J1545-4550,bbb+13,0.003575288623474622,11,rsc+21,5.24544E-20,3,rsc+21
1210,J1546-3747A,lr11,0.00260567224660,10,lr11,*,0,*
,,,,,,,,
1211,J1546-5302,kbm+03,0.58083988615,4,kbm+03,1.180E-14,3,kbm+03
1212,J1546-5925,mlb+12,0.007796728856036,2,lkf+21,1.61E-20,3,lkf+21
1213,J1547-0944,lbr+13,1.57692463294,5,lbr+13,2.94E-15,4,lbr+13
1214,J1547-5056,pbs+23,0.452782,4,pbs+23,*,0,*
1215,J1547-5709,ccb+20,0.0042911460641714,6,ccb+20,7.45E-21,3,ccb+20
,,,,,,,,
1216,J1547-5750,hfs+04,0.64719774666,6,hfs+04,2.6E-17,5,hfs+04
1217,J1547-5839,kbm+03,0.242190323768,10,kbm+03,5.94E-16,3,kbm+03
1218,J1548-4821,kbm+03,0.14565471947,3,kbm+03,8.0E-19,110,kbm+03
1219,J1548-4927,kbm+03,0.602738077704,19,kbm+03,4.047E-15,3,kbm+03
1220,J1548-5607,mlc+01,0.170937955921,6,psj+19,1.0732930E-14,9,psj+19
,,,,,,,,
1221,J1549+2113,fcwa95,1.262471,0,dmo+24,8.541E-16,8,lxf+05
1222,J1549-4848,mld+96,0.2883549019075,17,psj+19,1.410776E-14,3,psj+19
1223,J1549-57,bbj+11,0.7375,3,bbj+11,*,0,*
1224,J1549-5722,kbm+03,0.49777239400,8,kbm+03,4.7E-17,10,kbm+03
1225,J1550-5242,kbm+03,0.74965894957,4,kbm+03,1.7774E-14,6,kbm+03
,,,,,,,,
1226,J1550-5317,kbm+03,1.42112434544,13,kbm+03,9.35E-16,11,kbm+03
1227,J1550-5418,crhr07,2.06983302,4,crhr07,2.318E-11,5,crhr07
1228,J1551-0658,hrm+11,0.007093755708860,10,bbc+24,2.05E-20,6,bbc+24
1229,J1551-4424,bbb+12,0.6740603610,2,bbb+12,1.88E-16,8,bbb+12
1230,J1551-5310,hfs+04,0.45344775276,3,psj+19,1.94834E-13,4,psj+19
,,,,,,,,
1231,J1551-6214,bbb+12,0.1988386042970,8,bsb+19,2.28E-17,5,bsb+19
1232,J1552+5437,pbh+17,0.0024278884863579,6,pbh+17,2.798E-21,11,pbh+17
1233,J1552-4937,fsk+04,0.0062843113814174,12,lem+15,1.900E-20,4,lem+15
1234,B1550-54,mlt+78,1.0813471470,8,lbs+20,1.571543E-14,12,lbs+20
1235,J1554+18,dsm+16,*,0,*,*,0,*
,,,,,,,,
1236,J1554-4854,pbs+23,0.4647786,11,pbs+23,*,0,*
1237,J1554-5209,kle+10,0.1252295584025,7,kkl+11,2.29442E-15,5,kkl+11
1238,J1554-5512,kbm+03,3.418039313,3,kbm+03,3.12E-14,10,kbm+03
1239,J1554-5906,pbs+23,0.008702148,3,pbs+23,*,0,*
1240,J1555+01,ttm+18,*,0,*,*,0,*
,,,,,,,,
1241,J1555-0515,blr+13,0.97540989108,5,blr+13,2.054E-15,2,blr+13
1242,B1552-23,mlt+78,0.5325777412091,18,hlk+04,6.93702E-16,15,hlk+04
1243,J1555-2908,rnc+22,0.00178750176696939,16,rnc+22,4.4531E-20,7,rnc+22
1244,B1552-31,mlt+78,0.5181097798008,9,hlk+04,6.2232E-17,9,hlk+04
1245,J1556-52,sbb+23,1170.89353e-3,0,mmr+24,*,0,*
,,,,,,,,
1246,J1556-5358,kbm+03,0.99468068673,14,kbm+03,1.042E-14,8,kbm+03
1247,J1557-4258,mld+96,0.329186857758,2,dsb+98,3.3012E-16,2,dsb+98
1248,J1557-5151,ccb+20,0.408154708451,8,ccb+20,7.54E-17,9,ccb+20
1249,J1557-54,sbb+23,583.75842e-3,0,mmr+24,*,0,*
1250,J1558-5419,mlc+01,0.59457526355,15,mlc+01,6.04E-15,6,mlc+01
,,,,,,,,
1251,J1558-5756,lfl+06,1.12234168628,3,lfl+06,1.86406E-13,4,lfl+06
1252,J1558-67,mbc+19,0.267268,0,mbc+19,*,0,*
1253,J1559-44,bcm+16,1.16989,0,bcm+16,*,0,*
1254,B1556-44,vl72,0.2570560976508,11,smd93,1.01916E-15,8,smd93
1255,B1555-55,mlt+78,0.95726683934,5,lbs+20,1.9915E-14,3,lbs+20
,,,,,,,,
1256,J1600-3053,jbo+07,0.003597928510065013,11,abb+23,9.50014E-21,4,abb+23
1257,B1557-50,kac+73,0.1926048997686,4,jbv+19,5.06191E-15,4,jbv+19
1258,B1556-57,mlt+78,0.1944558939197,8,psj+19,2.129138E-15,12,psj+19
1259,J1600-5916,lfl+06,1.2476661740,3,lfl+06,8.9E-16,7,lfl+06
1260,J1601-50,kek+13,0.860777,4,kek+13,*,0,*
,,,,,,,,
1261,J1601-5244,mlc+01,2.559356631,7,mlc+01,7.2E-16,14,mlc+01
1262,J1601-5335,mlc+01,0.288479334214,6,psj+19,6.23473E-14,9,psj+19
1263,J1602+3901,sbo+22,0.003708,0,sbo+22,*,0,*
1264,J1602-1009,msk+24,0.00311577720593810,10,msk+24,4.774E-21,4,msk+24
1265,J1602-4957,kbm+03,0.81999003685,14,kbm+03,1.594E-14,3,kbm+03
,,,,,,,,
1266,B1558-50,kac+73,0.86428620828,3,jbv+19,6.94149E-14,15,jbv+19
1267,J1603+18,dsm+16,0.503,0,dsm+16,*,0,*
1268,J1603-1655,mss+20,0.7147,0,mss+20,*,0,*
1269,J1603-2531,mld+96,0.283071323092,4,lbs+20,1.593821E-15,17,lbs+20
1270,B1600-27,mlt+78,0.778313192792,4,hlk+04,3.00939E-15,3,hlk+04
,,,,,,,,
1271,J1603-3539,ebvb01,0.1419085889640,9,ebvb01,1.2425E-16,17,ebvb01
1272,J1603-5312,ccb+20,0.83922081265,6,ccb+20,4.9600E-14,5,ccb+20
1273,J1603-54,sbb+23,960.78551e-3,0,mmr+24,*,0,*
1274,J1603-5657,lml+98,0.49607711306,9,dsb+98,2.795E-15,3,dsb+98
1275,J1603-7202,llb+96,0.01484195225261733,5,rsc+21,1.56292E-20,4,rsc+21
,,,,,,,,
1276,J1604-0057,msk+24,1.67586931124,3,msk+24,9.27E-16,6,msk+24
1277,J1604-3142,kbj+18,0.883890454005,11,sfj+20,2.648E-17,16,sfj+20
1278,J1604-44,kjr+11,1.3892,0,kjr+11,*,0,*
1279,J1604-4718,lfl+06,0.527465874211,20,lfl+06,4.961E-15,9,lfl+06
1280,J1604-4832,pbs+23,0.007718008,16,pbs+23,*,0,*
,,,,,,,,
1281,B1600-49,mlt+78,0.3274185215591,11,jbv+19,1.0187E-15,3,jbv+19
1282,J1604-7203,lml+98,0.341402932218,4,dsb+98,8.40E-17,2,dsb+98
1283,J1605+3249,hab07,6.88,0,hab07,*,0,*
1284,J1605-5215,mlc+01,1.0136087473,5,mlc+01,4.75E-15,11,mlc+01
1285,B1601-52,kac+73,0.658013412500,5,lbs+20,2.55931E-16,18,lbs+20
,,,,,,,,
1286,B1604-00,vl70,0.42181623358258,13,hlk+04,3.060926E-16,6,hlk+04
1287,J1607-5140,mlc+01,0.34272279247,9,mlc+01,2.54E-15,4,mlc+01
1288,J1607-6449,bbb+12,0.298116357616,9,bbb+12,2.49E-17,3,bbb+12
1289,J1609-1930,jbo+09,1.55791724762,7,jbo+09,5.09E-16,3,jbo+09
1290,J1609-4616,hfs+04,0.249608954839,5,hfs+04,5.01E-16,4,hfs+04
,,,,,,,,
1291,J1609-5158,mlc+01,1.2794023539,7,mlc+01,1.296E-14,10,mlc+01
1292,B1607-13,dtws85,1.018392746362,11,hlk+04,2.2984E-16,9,hlk+04
1293,J1610-17,bb10,*,0,*,*,0,*
1294,J1610-4938,pbs+23,0.2274187,12,pbs+23,*,0,*
1295,J1610-5006,mlc+01,0.48111885215,5,mlc+01,1.3625E-14,10,mlc+01
,,,,,,,,
1296,J1610-5303,kbm+03,0.78646802352,9,kbm+03,2.615E-15,12,kbm+03
1297,J1611-01,kkl+15,1.29687,2,kkl+15,*,0,*
1298,J1611-0114,crafts23,2.59372555782,6,wyw+23,4.084E-15,7,wyw+23
1299,J1611-29,mss+20,0.0096,0,mss+20,*,0,*
1300,J1611-4811,kbm+03,1.296850239,3,kbm+03,1.95E-15,14,kbm+03
,,,,,,,,
1301,J1611-4949,mlc+01,0.66643792285,8,mlc+01,5.4E-16,3,mlc+01
1302,B1607-52,jlm+92,0.182494802090,4,psj+19,5.17043E-15,7,psj+19
1303,J1611-5847,lfl+06,0.3545503166464,18,lfl+06,2.0E-18,4,lfl+06
1304,J1612+2008,blr+13,0.426646,0,dmo+24,3.727E-17,15,blr+13
1305,J1612-2408,jbo+09,0.92383371069,3,jbo+09,1.5736E-15,12,jbo+09
,,,,,,,,
1306,J1612-49,ncb+15,0.19268718417,14,ncb+15,*,0,*
1307,J1612-5022,ccb+20,1.36828292337,6,ccb+20,3.4E-17,4,ccb+20
1308,J1612-5136,kbm+03,0.48331051132,12,kbm+03,3.784E-15,12,kbm+03
1309,J1612-53,sbb+23,732.12065e-3,0,mmr+24,*,0,*
1310,J1612-55,ncb+15,0.846907,3,ncb+15,*,0,*
,,,,,,,,
1311,J1612-5805,kjv+10,0.61552045802,3,bbb+12,9.347E-16,9,bbb+12
1312,B1609-47,mlt+78,0.382376721658,3,lbs+20,6.33819E-16,9,lbs+20
1313,J1613-5211,mlc+01,0.45750181782,7,mlc+01,1.9231E-14,17,mlc+01
1314,J1613-5234,mlc+01,0.65522059567,18,mlc+01,6.629E-15,18,mlc+01
1315,B1612+07,mlt+78,1.206801436397,5,hlk+04,2.35957E-15,3,hlk+04
,,,,,,,,
1316,J1614-2230,crh+06a,0.003150807655690673,3,aab+21a,9.62423E-21,6,aab+21a
1317,J1614-2318,crh+06a,0.03350360003989,4,brr+07,5.2E-20,3,brr+07
1318,J1614-3846,bbb+12,0.46410631422,9,bsb+19,9.2E-16,4,bsb+19
1319,J1614-3937,mld+96,0.407292274238,6,dsb+98,1.5851E-16,10,dsb+98
1320,J1614-4608,pbs+23,0.888793,13,pbs+23,*,0,*
,,,,,,,,
1321,B1610-50,jlm+92,0.23169383623,8,wmp+00,4.94943E-13,17,wmp+00
1322,J1614-5144,kbm+03,1.5340081422,5,kbm+03,7.44E-15,5,kbm+03
1323,J1614-5402,kbm+03,0.57259227192,6,kbm+03,2.9E-17,8,kbm+03
1324,B1612-29,mlt+78,2.47756787384,5,hlk+04,1.58437E-15,19,hlk+04
1325,J1615-4958,ccb+20,0.55825750561,3,ccb+20,1.461E-15,8,ccb+20
,,,,,,,,
1326,J1615-5137,pvc19,0.179277780683,4,saa+23,1.062492E-14,10,saa+23
1327,J1615-5444,kbm+03,0.360957675308,4,kbm+03,3.377E-16,7,kbm+03
1328,B1611-55,jlm+92,0.79152571562,2,jml+95,1.9993E-15,8,jml+95
1329,J1615-5609,pbs+23,0.0033591300,3,pbs+23,*,0,*
1330,J1616-5017,ncb+15,0.491384121830,13,ncb+15,4.6592E-14,3,ncb+15
,,,,,,,,
1331,J1616-5109,mlc+01,1.2195938825,8,mlc+01,1.908E-14,9,mlc+01
1332,J1616-5208,mlc+01,1.0258308926,4,mlc+01,2.891E-14,10,mlc+01
1333,J1617+1123,crafts23,0.8949243019982,17,wyw+23,3.019E-16,6,wyw+23
1334,J1617-4216,ebvb01,3.42846630955,13,ebvb01,1.8129E-14,15,ebvb01
1335,J1617-4608,lfl+06,0.567080221721,10,lfl+06,1.64665E-14,10,lfl+06
,,,,,,,,
1336,J1617-5055,kcm+98,0.069356847,3,kcm+98,1.351E-13,2,kcm+98
1337,J1618-36,mbc+19,0.005778747,0,mbc+19,*,0,*
1338,J1618-3921,eb01b,0.01198730858531,3,ocg+18,5.408E-20,18,ocg+18
1339,J1618-42,sbb+23,1867.13635e-3,0,mmr+24,*,0,*
1340,J1618-4624,ccb+20,0.0059313674952810,16,ccb+20,3.10E-21,10,ccb+20
,,,,,,,,
1341,J1618-4723,kbm+03,0.20355287786,5,kbm+03,1.9926E-15,8,kbm+03
1342,J1619+3953,crafts23,1.88379786563,4,wyw+23,1.228E-15,18,wyw+23
1343,J1619-3345,mss+20,1.1586,0,mss+20,*,0,*
1344,J1619-42,kek+13,1.023152,4,kek+13,*,0,*
1345,J1620-4927,pga+12,0.1719346524466,15,pga+12,1.048790E-14,12,pga+12
,,,,,,,,
1346,J1620-5414,hfs+04,1.15636028782,9,hfs+04,6.7E-17,3,hfs+04
1347,J1621-5039,mlc+01,1.08401994353,16,mlc+01,1.303E-14,5,mlc+01
1348,J1621-5243,kbm+03,0.37192413884,6,kbm+03,7.68E-16,16,kbm+03
1349,J1622-0315,san16,0.003845429067936,5,saa+23,1.143E-20,12,saa+23
1350,J1622-3751,bbb+12,0.7314627228,5,bbb+12,2.570E-15,10,bbb+12
,,,,,,,,
1351,J1622-4332,lml+98,0.91693752262,2,dsb+98,1.5649E-15,4,dsb+98
1352,J1622-4347,lfl+06,0.457681471040,9,lfl+06,5.051E-15,4,lfl+06
1353,J1622-4802,mlc+01,0.26507223569,3,mlc+01,3.09E-16,15,mlc+01
1354,J1622-4845,ncb+15,0.73509164794,8,ncb+15,1.1E-16,2,ncb+15
1355,J1622-4944,mlc+01,1.0729678942,3,mlc+01,1.708E-14,7,mlc+01
,,,,,,,,
1356,J1622-4950,lbb+10,4.327020261,15,scs+17,2.7761E-12,14,scs+17
1357,J1622-6617,kjb+12,0.023623444739392,12,nbb+14,5.88E-20,3,nbb+14
1358,J1623-0841,blr+13,0.503015005600,10,jcs+17,1.9556E-15,7,jcs+17
1359,B1620-09,mlt+78,1.2764458195155,17,hlk+04,2.580711E-15,10,hlk+04
1360,B1620-26,lbb+88,0.0110757509142025,18,tacl99,6.7093E-19,4,tacl99
,,,,,,,,
1361,B1620-42,mlt+78,0.3645914978351,14,lbs+20,1.00525E-15,11,lbs+20
1362,J1623-4608,pbs+23,0.866306,4,pbs+23,*,0,*
1363,J1623-4931,pbs+23,0.492347,6,pbs+23,*,0,*
1364,J1623-4949,mlc+01,0.72573215540,9,mlc+01,4.209E-14,4,mlc+01
1365,J1623-5005,cwp+17,0.0850721461634,8,cwp+17,4.16118E-15,3,cwp+17
,,,,,,,,
1366,J1623-6936,cbb+23,0.002410,0,cbb+23,*,0,*
1367,J1624+5850,scb+19,0.65180081878,2,tbc+20,3.310E-16,10,tbc+20
1368,J1624+8643,slr+14,0.3957630220383,16,lsk+18,2.545E-16,10,lsk+18
1369,J1624-39,trr+21,0.00296,0,aab+22,*,0,*
1370,J1624-4041,cwp+17,0.1678611451478,9,cwp+17,4.72489E-15,3,cwp+17
,,,,,,,,
1371,J1624-4411,lfl+06,0.233164076390,4,lfl+06,7.992E-16,8,lfl+06
1372,J1624-4613,lfl+06,0.8712426056,4,lfl+06,6.1E-17,61,lfl+06
1373,J1624-4721,kbm+03,0.44872324857,7,kbm+03,4.148E-15,9,kbm+03
1374,J1625-0021,drc+21,0.0028336138772234,3,drc+21,2.1325E-20,5,drc+21
1375,J1625-4048,mld+96,2.3552781933,2,dsb+98,4.43E-16,3,dsb+98
,,,,,,,,
1376,J1625-4904,mlc+01,0.46033949229,7,mlc+01,1.6762E-14,20,mlc+01
1377,J1625-4913,kjv+10,0.35585626277,5,bbb+12,6.6470E-15,10,bbb+12
1378,J1626-44,kek+13,0.3083536,5,kek+13,*,0,*
1379,J1626-4537,kbm+03,0.370141128114,9,kbm+03,8.2788E-15,11,kbm+03
1380,J1626-4807,mlc+01,0.29392818864,7,mlc+01,1.7476E-14,12,mlc+01
,,,,,,,,
1381,J1626-6621,bbb+12,0.450867766330,10,bbb+12,7.664E-16,5,bbb+12
1382,J1627+1419,fcwa95,0.490857,0,dmo+24,3.93E-16,3,fcwa95
1383,J1627+3219,aab+22,0.0021828338203418,5,saa+23,5.478E-21,4,saa+23
1384,J1627-4706,lfl+06,0.140745806053,6,lfl+06,1.7305E-15,6,lfl+06
1385,J1627-4845,kmj+96,0.612330650088,9,kmj+96,3.641E-15,10,kmj+96
,,,,,,,,
1386,J1627-49,ncb+15,0.623678,3,ncb+15,*,0,*
1387,J1627-51,ncb+15,0.4396840,5,ncb+15,*,0,*
1388,J1627-5547,kbm+03,0.35246421320,7,kbm+03,7.38E-16,2,kbm+03
1389,J1627-5936,kjv+10,0.35423394051,6,bbb+12,8.0E-18,30,bbb+12
1390,J1628+4406,slr+14,0.18117848994715,7,lsk+18,1.9378E-17,3,lsk+18
,,,,,,,,
1391,J1628-3205,rap+12,0.0032115683314684,20,saa+23,1.195E-20,5,saa+23
1392,J1628-4804,mlc+01,0.86597096270,12,mlc+01,1.24E-15,4,mlc+01
1393,J1628-4828,kbm+03,4.1375385239,16,kbm+03,1.753E-14,18,kbm+03
1394,J1629+33,mss+20,1.525,0,mss+20,*,0,*
1395,J1629-3636,bbb+12,2.988192686,9,bbb+12,7.00E-15,10,bbb+12
,,,,,,,,
1396,J1629-3825,bsb+19,0.526364586499,9,bsb+19,4.438E-16,14,bsb+19
1397,J1629-6902,eb01b,0.0060006034432179,19,eb01b,10.0E-21,3,eb01b
1398,J1630+3550,dsm+13,0.003229156287213,3,lod+23,2.255E-20,6,lod+23
1399,J1630+3734,san16,0.00331811218167957,5,saa+23,1.06898E-20,13,saa+23
1400,J1630-2609,sfj+20,1.91241975129,15,sfj+20,1.570E-15,3,sfj+20
,,,,,,,,
1401,J1630-4719,kbm+03,0.55907133302,4,kbm+03,1.4178E-14,19,kbm+03
1402,B1626-47,jlm+92,0.57597141155,2,jml+95,2.2287E-14,2,jml+95
1403,J1631+1252,crafts23,0.31018591147467,6,wyw+23,4.0282E-17,6,wyw+23
1404,J1631-1612,rsm+13,0.67768391249,4,rsm+13,1.096E-15,4,rsm+13
1405,J1631-4155,lfl+06,0.55124125377,4,lfl+06,8.8E-18,73,lfl+06
,,,,,,,,
1406,J1631-47,sbb+23,1103.33373e-3,0,mmr+24,*,0,*
1407,J1632-1013,crh+06a,0.71763732795,2,crh+06a,6.60E-17,10,crh+06a
1408,J1632-4509,hfs+04,1.0468098769,4,hfs+04,1.488E-14,9,hfs+04
1409,J1632-4621,mlc+01,1.70915449528,4,mlc+01,7.602E-14,3,mlc+01
1410,J1632-4757,hfs+04,0.228568672954,3,psj+19,1.50699E-14,4,psj+19
,,,,,,,,
1411,J1632-4818,mlc+01,0.8136719864,10,psj+19,6.493042E-13,20,psj+19
1412,J1633-2009,blr+13,0.93555704483,6,blr+13,1.070E-15,3,blr+13
1413,B1630-44,jlm+92,0.436506697158,4,jml+95,6.2026E-15,2,jml+95
1414,J1633-4805,kbm+03,0.71083007880,16,kbm+03,7.6893E-14,16,kbm+03
1415,J1633-4859,pbs+23,2.51478,15,pbs+23,*,0,*
,,,,,,,,
1416,B1629-50,jlm+92,0.3521454039381,13,lbs+20,3.788080E-15,5,lbs+20
1417,J1634+02,aab+22,0.00212,0,aab+22,*,0,*
1418,J1634-4229,ccb+20,2.01526299651,4,ccb+20,8.010E-15,2,ccb+20
1419,J1634-49,ncb+15,0.68493649236,2,ncb+15,*,0,*
1420,J1634-5107,lfl+06,0.507356002674,13,yws+15,1.57450E-15,13,yws+15
,,,,,,,,
1421,J1634-5640,bbb+12,0.22420119106,8,bbb+12,4.1E-17,2,bbb+12
1422,J1635+2332,ttk+17,1.208694,0,dmo+24,8.63E-16,5,mbc+20
1423,B1633+24,skk+80,0.4905065128003,17,hlk+04,1.19317E-16,10,hlk+04
1424,J1635-1511,jbo+09,1.17938703902,8,jbo+09,2.32E-16,4,jbo+09
1425,J1635-4513,kbm+03,1.5947455499,8,kbm+03,3.6E-15,3,kbm+03
,,,,,,,,
1426,J1635-47,sbb+23,504.83063e-3,0,mmr+24,*,0,*
1427,J1635-4735,etm+09,2.594578,6,etm+09,*,0,*
1428,J1635-4944,kbm+03,0.67196419932,9,kbm+03,8.79E-15,3,kbm+03
1429,B1630-59,mlt+78,0.52912125685,11,nmc81,1.368E-15,5,nmc81
1430,J1636-2614,bbb+12,0.510453755610,8,bsb+19,4.0580E-15,11,bsb+19
,,,,,,,,
1431,J1636-4217,pbs+23,0.555086,5,pbs+23,*,0,*
1432,J1636-4440,kel+09,0.20664850874,3,kel+09,4.6715E-14,4,kel+09
1433,J1636-4803,kbm+03,1.2046438889,3,kbm+03,2.071E-14,15,kbm+03
1434,J1636-4933,kbm+03,0.43036655800,4,kbm+03,1.506E-15,13,kbm+03
1435,J1636-51,sbb+23,340.10646e-3,0,mmr+24,*,0,*
,,,,,,,,
1436,J1637-4335,kbm+03,0.77136654042,18,kbm+03,3.62E-15,3,kbm+03
1437,J1637-4450,lfl+06,0.252869846841,20,lfl+06,5.755E-16,20,lfl+06
1438,B1634-45,jlm+92,0.118773346187,3,psj+19,3.19094E-15,6,psj+19
1439,J1637-46,kek+13,0.493091,2,kek+13,*,0,*
1440,J1637-4642,kbm+03,0.15404659921,10,psj+19,5.9300E-14,3,psj+19
,,,,,,,,
1441,J1637-4721,kbm+03,1.1657413866,2,kbm+03,4.44E-15,13,kbm+03
1442,J1637-4816,kel+09,0.8373653018,3,kel+09,5.834E-15,15,kel+09
1443,J1638+4005,ttk+17,0.76772039193,9,tbc+20,1.83E-16,2,tbc+20
1444,J1638-35,mss+20,0.705,0,mss+20,*,0,*
1445,J1638-3815,lfl+06,0.69826060054,20,lfl+06,7.7E-17,3,lfl+06
,,,,,,,,
1446,J1638-3951,eklk13,0.77113024025,8,eklk13,5.9E-16,4,eklk13
1447,J1638-4233,bbb+12,0.51092936864,3,bsb+19,1.0088E-14,3,bsb+19
1448,J1638-4344,kbm+03,1.12194419355,7,kbm+03,2.5E-17,16,kbm+03
1449,J1638-44,ncb+15,0.5680566269,3,ncb+15,*,0,*
1450,J1638-4417,hfs+04,0.117802005929,6,psj+19,1.60583E-15,10,psj+19
,,,,,,,,
1451,J1638-4608,kbm+03,0.27815476789,8,psj+19,5.14818E-14,13,psj+19
1452,J1638-47,sbb+23,426.66869e-3,0,mmr+24,*,0,*
1453,J1638-4713,lfd+24,65.74e-3,0,lfd+24,4.407E-14,8,lfd+24
1454,J1638-4725,lfl+06,0.7639335,3,lfl+06,4.8E-15,9,lfl+06
1455,J1638-5226,kbm+03,0.340502709437,6,kbm+03,2.650E-15,4,kbm+03
,,,,,,,,
1456,J1639-1126,msk+24,1.43069453345,3,msk+24,2.422E-15,3,msk+24
1457,J1639-4359,kbm+03,0.58755897769,4,kbm+03,1.5E-17,15,kbm+03
1458,B1635-45,jlm+92,0.264557925602,4,jml+95,2.8879E-15,2,jml+95
1459,J1640+2224,wol95,0.00316331586776020,3,abb+23,2.81745E-21,11,abb+23
1460,J1640-4631,gth+14,0.2064430479,18,gth+14,9.76E-13,5,gth+14
,,,,,,,,
1461,J1640-4648,kbm+03,0.178352043293,13,kbm+03,8.061E-16,13,kbm+03
1462,B1636-47,jlm+92,0.51743002549,11,psj+19,4.21054E-14,17,psj+19
1463,J1640-4951,kbm+03,0.73909894649,3,kbm+03,3.34E-16,5,kbm+03
1464,B1639+36A,kapw91,0.0103775094516,4,wps+20,-7.27E-20,4,wps+20
1465,B1639+36B,and92,0.0035280718048989,3,wps+20,-1.5E-22,13,wps+20
,,,,,,,,
1466,J1641+3627C,hrs+07,0.0037220816029988,9,wps+20,1.23E-21,7,wps+20
1467,J1641+3627D,hrs+07,0.0031182888995986,20,wps+20,-2.353E-20,10,wps+20
1468,J1641+3627E,hrs+07,0.002486982497311,3,wps+20,1.744E-20,13,wps+20
1469,J1641+3627F,wps+20,0.003003500835980,9,wps+20,1.40E-20,6,wps+20
1470,J1641+8049,slr+14,0.002021179387124154,17,kzk+24,9.7881E-21,9,kzk+24
,,,,,,,,
1471,J1641-2347,ebvb01,1.091008429855,16,ebvb01,4.11E-17,15,ebvb01
1472,J1641-5317,cla17,0.175106267502,3,cla17,3.70111E-15,7,cla17
1473,J1643+1338,ttk+17,1.099047,0,dmo+24,7.78E-16,2,tbc+20
1474,J1643-10,mss+20,*,0,*,*,0,*
1475,J1643-1224,lnl+95,0.004621641526749906,20,rsc+21,1.846304E-20,20,rsc+21
,,,,,,,,
1476,J1643-4505,lfl+06,0.2373903926,3,psj+19,3.1825E-14,6,psj+19
1477,J1643-4522,kbm+03,1.34789947290,11,kbm+03,8.283E-15,11,kbm+03
1478,J1643-4550,kbm+03,0.717508089981,16,kbm+03,2.9974E-14,3,kbm+03
1479,J1644-33,mss+20,0.397,0,mss+20,*,0,*
1480,J1644-44,kek+13,0.1739106,2,kek+13,*,0,*
,,,,,,,,
1481,B1641-45,kac+73,0.4550782016717,19,jbv+19,2.008920E-14,7,jbv+19
1482,J1644-46,kek+13,0.25094060,10,kek+13,*,0,*
1483,J1644-4657,eklk13,0.12596223249,4,eklk13,7.5E-16,2,eklk13
1484,J1645+1012,fcwa95,0.4108607193790,10,fcwa95,8.13E-17,2,fcwa95
1485,B1642-03,ht69,0.387689698034,7,hlk+04,1.780431E-15,17,hlk+04
,,,,,,,,
1486,J1645-4836,pbs+23,1.66008,5,pbs+23,*,0,*
1487,J1646-1910,sfj+20,4.817735830,5,sfj+20,1.003E-14,14,sfj+20
